a 一 一个 每
aback 向后
trim 修整
trim 齐备
trimmer 整顿者
trinal 三倍
trincomalee 亭可马里
trinidad 特林尼达
triniscope 阴极射线管
triode 三极管
trioxide 三氧化物
trip 旅行
tripartite 三方面
tripartition 三部分的划分
triple 三倍
triple 增加三倍
triplex 三重
tripod 三脚架
tripoli 的黎波里
trisect 三等分
trite 陈腐
trituration 磨碎
triumph 获得胜利
triumph 胜利
triumphal 胜利
triumphant 获胜
trivial 微不足道
triviality 琐事
trochoma 沙眼
trojan 特洛伊
trolley 手推车
trombone 长号
trondheim 特隆赫姆
troop 部队
trophology 营养学
trophy 纪念品
tropic 热带
tropical 热带
trot 疾走
troth 誓言
trouble 打扰
trouble 问题
troublesome 令人烦恼
trough 水槽
trounce 痛击
troupe 剧团
trouser 裤子
troy 特洛伊
truancy 逃避
truant 逃避
truant 逃避者
truce 休战
truck 货车
truckle 屈从
truculence 好战
truculent 好战凶猛
trudge 跋涉
true 真实
truism 真实性
truistic 平凡
truly 真诚地
trump 王牌
trumpery 华而不实
trumpet 喇叭
trumpeter 吹鼓手
truncate 截去
truncation 切断
trundle 推动
trunk 主体
trust 信任
trustee 保管人
trustful 深信不疑
trustfully 深信不疑地
trustily 可靠地
trustiness 可靠
trusting 信任他人
trusty 可信赖
truth 真理
truthful 真实
truthfully 真实地
truthless 不忠实
try 试图
try 试一试
try 试验
trying 艰难
tryst 约会
tsar 沙皇
tsarina 女沙皇
tsarism 沙皇制
tsarist 沙皇
tsimmes 骚乱
tsoris 烦恼
tsugaru 津轻海峡
tsunami 海震
tub 浴盆
tuba 大号
tubbish 桶状
tubby 桶状
tube 管子
tuber 球根
tuberculosis 结核病
tuesday 星期二
tug 拖拉
tuition 学费
tumble 摔倒
tumble 跌倒
tumefaction 肿胀
tumour 肿瘤
tumult 骚乱喧嚣
tumultuary 喧嚣
tumultuous 喧嚣
tunable 可调
tune 调子
tune 调节
tungsten 钨
tunis 突尼斯
tunisia 突尼斯
tunisian 突尼斯
tunisian 突尼斯人
tunnel 隧道
turbidity 浑浊
turbidness 浑浊
turbine 汽轮机
turbojet 涡轮喷气机
turbulence 骚乱
turbulent 混乱
turf 草地
turgidity 肿胀
turin 都灵
turk 土耳其人
turkey 火鸡
turkish 土耳其
turku 土尔库
turmoil 骚动
turn 变成
turn 使得
turn 旋转
turner 车工
turnip 萝卜
turnover 营业额
tussis 咳嗽
tutelage 监护
tutor 辅导
tutor 辅导教师
tutorial 指南
tv 电视
tv 电视机
tweak 拧 微调
twelfth 第十二
twelve 十二
twentieth 第二十
twenty 二十
twice 两次
twilight 黄昏
twin 双
twin 双生
twinge 剧痛
twinkle 闪耀
twirl 旋转
twist 拧
twit 嘲笑
twitch 痉挛
twitch 抽动
two 两
twothirds 三分之二
tympan 鼓
tympanitis 中耳炎
tympanum 耳膜
typal 典型
type 列示内容
type 类型
type 打出
typewrite 打
typewriter 打字机
typhoid 伤寒
typhoon 台风
typhus 斑疹伤寒
typic 典型
typical 典型
typify 代表
typing 键入
typist 打字员
tyrannical 残暴
tyranny 暴政
tyrant 暴君
tyre 轮胎
u 你
u 您
uae 阿拉伯联合酋长国
ubiety 所在
ubiquitous 普遍存在
ubiquity 普遍存在
ufo 不明空中飞行物
ufologist 不明飞行物研究家
uganda 乌干达
ugandan 乌干达
ugandan 乌干达人
uglify 丑化
ugly 丑
ugrian 芬兰乌戈尔人
ugrian 芬兰乌戈尔族
uion 联盟
uk 英国
ukase 谕旨
ukraine 乌克兰
ulanbator 乌兰巴托
ulcer 溃疡
ulcerate 溃烂
ulceration 腐败
ulcerative 溃烂
ulcerous 溃疡性
ulster 北爱尔兰
ulterior 隐秘
ultimate 最终
ultimately 最终地
ultimateness 最终
ultimatum 最后通谍
ultimo 上月份
ultra 过激
ultra 过激派
ultraism 极端主义
ultraist 极端主义者
ultraist 极端主义
ultramodern 超现代化
ultramundane 太阳系外
ultraray 宇宙线
ultrared 红外线
ultraright 极右
ultrashout 超短波
ultrasonic 超音速
ultrasound 超声波
ultraviolet 紫外
ululate 大声哭喊
ulyannovsk 马里扬诺夫斯克
umber 赭色
umbrage 树荫
umbrage 不快
umbrella 庇护
umbrella 伞
umbriferous 有阴影
umpirage 仲裁
umpire 作裁判
umpire 裁判
un 联合国
unabashed 不害羞
unabated 不减弱
unable 不能
unacceptable 不可接受
unaccustomed 不习惯
unacquainted 不熟悉
unactable 不能上演
unacted 未演出
unactuated 未推动
unadaptable 不能适应
unadapted 不适应
unaddmitted 不让进入
unaddressed 无地址
unadorned 不加渲染
unadvisable 不得当
unadvised 不明智
unadvisedly 轻率地
unaffected 不受影响
unafraid 不怕
unaided 独立
unalienable 不能转让
unallide 无关系
unallowable 不能允许
unalloyed 纯粹
unalterable 不能变更
unalterably 不可改变地
unaltered 不变
unambiguous 不含糊
unambitious 无奢望
unamiable 不友好
unanimity 全体一致
unanimous 一致
unannounced 未经宣布
unanswerable 无法回答
unanswered 不答复
unappealing 无吸引力
unappeasable 无法平息
unapproved 未经承认
unapt 不合适
unarguable 不可论证
unarmed 未武装
unartificial 非人工
unashamed 不知羞耻
unasked 未经要求
unassailable 攻不破
unassailably 攻不破地
unassertive 不武装
unassisted 无援
unassuming 谦逊
unassumingly 谦逊地
unassured 不确定
unattached 独立
unattainable 难得到
unattended 没有同伴
unattracly 不引人注意
unattractive 不引人注意
unauthentic 来路不明
unauthorized 未经许可
unavailable 难以获得
unavailing 无效
unavailingly 无效地
unavoidable 不可避免
unavoidably 不可避免地
unaware 不了解
unawares 出其不意
unbacked 不受支持
unbaked 未熟
unbalanced 不平衡
unbearable 承受不住
unbeatable 打不垮
unbeaten 未被打过
unbecoming 不合身
unbecomingly 不相称地
unbefitting 不合适
unbeknown 不为人知
unbelief 不信任
unbelievable 难以相信
unbelievably 难以相信地
unbeliever 异教徒
unbend 不拘泥
unbiased 公正
unbiassed 公正
unbidden 未受邀请
unbind 释放
unbitted 不受约束
unbleached 原色
unblemished 无疵
unblocked 未被拦阻
unblooded 非纯种
unbodied 无定形
unbolt 拨开
unbolted 未上栓
unborn 未来
unbosom 说出
unbounded 极大
unbowed 不弯曲
unbrace 放松
unbred 粗鲁
unbridgeable 不可逾越
unbridled 放肆
unbroken 不驯服
unbuilt 未建造
unburden 卸除负荷
unburied 尚未埋葬
unbusiness 非企业
unbuttoned 随便
uncalled 没有被召唤
uncanniness 神密
uncanny 离奇
uncap 打开
uncast 未定角
uncatalogued 未列入目录
uncaused 无前因
uncdf 联合国资本开发基金会
unceasing 不停
uncensored 未经审查
uncertain 不确实
uncertainly 不确实
uncertainty 不确定性
unchain 释放
unchallenged 无异议
unchangeable 不可改变
unchanged 不变
uncharged 没有负荷
uncharitable 无情
uncharitably 无情地
uncharted 不详
unchaste 不贞洁
unchastity 不贞洁
unchecked 未受抑制
unchristian 不是基督徒
uncivil 不文明
uncivilized 未开化
unclaimed 无人认领
unclassed 未归类
unclassical 非古典
unclassified 非保密
uncle 叔父
unclean 不洁
unclear 不清楚
unclench 撬开
unclose 打开
unclosed 没有结束
unclouded 晴朗
unco 奇异
uncoil 解开
uncoined 天然
uncoloured 未夸张
uncombed 蓬乱
uncombined 未联合
uncomeatable 难接近
uncomely 不合宜
uncommercial 非商业性
uncommon 不寻常
uncommonly 非常
unconcern 淡漠
unconcerned 漠不关心
unconfessed 未供认
unconfined 自由
unconfirmed 未确证
unconnected 不连接
unconscious 不知道
unconsidered 未经思考
unconstraint 自愿
uncontested 无人争夺
uncontrolled 未受控制
unconverted 无变化
unconvincing 不令人相信
uncooked 未煮过
uncorrected 未修改
uncorrupted 未腐败
uncountable 不可数
uncounted 没有数过
uncourteous 无礼
uncouth 粗鲁
uncouthly 粗鲁
uncouthness 粗野
uncover 揭示
uncoverly 揭示
uncracked 未裂开
uncritical 无批判力
uncropped 未收割
uncrown 废除
uncrushable 压不碎
unctad 联合国贸发会议
unctuous 油性
unctuously 油性地
unctuousness 油性
uncultivated 未经耕作
uncurl 展开
uncut 未切割
uncybernated 非电子地
undamped 不潮湿
undated 无定期
undaunted 无畏
undc 联合国裁军委员会
undeceive 醒悟
undecided 不果断
undeclared 未经宣布
undefended 不设防
undefiled 纯洁
undefined 不明确
undemocratic 不民主
undeniable 不可否认
under 在
underage 短少
underage 未成年
underarmed 武器装备不足
underbelly 下腹部
underbody 动物下体
underbred 缺乏教养
underclerk 下级职员
underclothed 穿得单薄
undercover 秘密
undercroft 地下室
undercurrent 潜流
underdog 失败者
underdrain 阴沟
underdrawers 衬裤
underfoot 在地上
undergarment 衬衣
undergo 经历
underground 地下
underground 地铁
undergrown 发育不全
undergrowth 林下植物
underhanded 秘密
underlaid 放置于下
underlie 构成基础
underline 强调
underling 下属
underlip 下唇
underlying 位于下面
undermanned 人员不足
undermine 破坏
undermost 最下
underneath 在
underpart 下体
underpass 地下穿越道
underpay 发低工资
underpayment 低工资
underpin 支撑
underrate 低估
underscore 强调
undersea 海底
undersell 廉价出售
undersheriff 副郡长
undershirt 汗衫
underside 下侧
underskirt 衬裙
undersoil 地面下的土壤
understaffed 人手不足
understand 了解
understate 少说
understudy 候补人员
undersurface 水面下
undersurface 底面
undertake 采取
undertaker 承担人
undertaking 企事业
undertaking 着手从事
undertint 淡色
undervalue 低估
underwater 水下
underway 正在进行
underworld 黑社会
underwrite 保险
underwriter 保险商
undeserved 不该
undesigned 偶然
undesirable 不受欢迎
undesirable 不受欢迎的人
undetectable 不可发现
undetermined 未确定
undeterred 未受阻
undeveloped 不发达
undevout 不真诚
undigested 未消化
undignified 不威严
undiluted 没有冲淡
undiminished 没有减少
undirected 未受指导
undischarged 未卸下
undisclosed 身分不明
undiscovered 未被发现
undisguised 公开
undismayed 不泄气
undisposed 未处理
undisputed 无可争辩
undisturbed 不受干扰
undivided 没分开
undo 取消
undoer 取消后
undoubted 无容置疑
undoubtedly 无可置疑
undoubting 信任
undp 联合国开发计划署
undramatic 平淡无奇
undrape 揭开
undreamed 意外
undress 脱衣服
undress 便服
undue 不适当
undulant 波状
undulation 波动
undulatory 波动
unduly 不适当
undutiful 不顺服
undying 不朽
unearned 不应得
unearth 掘出
unearthly 超自然
unease 不安
uneasily 不安地
uneasiness 不安
uneasy 不安
uneducated 没受教育
unemotional 冷漠
unemployable 不能被雇佣
unemployed 失业
unemployment 失业
unencumbered 不受妨碍
unending 不断
unendurable 不可容忍
unengaged 未参战的
unentangle 排解
unenviable 不值得羡慕
unenvious 不嫉妒
unequable 不稳定
unequal 不平等
unequalled 极好
unequally 不相等地
unequivocal 不含糊
unesco 联合国教科文组织
unescorted 无护航
unessential 非本质
uneven 不平坦
uneventful 无重大事故
uneventfully 无重大事故
unexampled 无先例
unexecuted 没有实行
unexhausted 未用尽
unexpected 未预料到
unexpectedly 突然地
unexposed 未揭露
unexpressed 不明说
unexpressive 无表情
unfailing 无止境
unfailingly 始终
unfair 不公平
unfairly 不公平地
unfaithful 不忠实
unfaithfully 不忠实地
unfamiliar 陌生
unfao 联合国粮农组织
unfashioned 未形成
unfatherly 不象父亲
unfathomable 深不可测
unfathomed 不可解地
unfationabl 过时
unfavorable 不利
unfeasible 不能实行
unfeeling 无情
unfeigned 真实
unfeignedly 诚心地
unfeminine 不温暖
unfence 没有防卫
unfetter 解放
unfilial 不孝
unfinished 未完成
unfit 不适当
unfit 不适合
unflattering 坦率
unfledged 乳臭未干
unfold 展开
unforeseen 未预见到
unforgivable 不可原谅
unformed 不成形
unfortunate 不幸的人
unfortunate 不幸
unfounded 没有根据
unfrequent 不常出现
unfrequented 人迹罕到
unfriendly 不友好
unfruitful 不成功
unfunded 没有经费
unfunny 不滑稽
unfurl 打开
unfurnished 无装备
ungated 闭塞
ungenerous 心胸狭窄
unginge 失常
unglued 脱开
ungodly 不虔诚
ungovernable 难统治
ungraceful 不雅致
ungracious 不礼貌
ungrateful 不领情
ungrounded 无根据
ungrudging 由衷
unguard 无防备
unguarded 没有防备
unguent 油膏
unhackneyed 未陈旧
unhand 放开
unhandsome 不美观
unhandy 不方便
unhappily 不幸福
unhappy 不愉快
unharmed 没有受害
unharmful 无害
unharming 无害
unhealthful 不卫生
unhealthy 对健康有害
unheard 没听到过
unheeded 被忽视
unheeding 不注意
unhelpful 无益
unhesitating 不犹豫
unhitch 解开
unholy 邪恶
unhopedfor 意外
unhurried 从容不迫
unhurt 没有受害
unhusk 暴露
unicycle 单轮脚踏车
unideal 非唯心
unidentified 来路不明
unido 联合国工业发展组织
unifiable 可统一
unification 一致
unified 统一
unifier 统一者
uniform 制服
uniformity 一致性
uniformly 一致地
unify 统一
unilateral 单方面
unilayer 单分子层
unilinear 直线发展
unimaginable 不能想象
unimpaired 未受损伤
unimportance 不重要
unimportant 不重要
unimpressed 没有印象
unimpressive 平淡
uninfluenced 不受影响
uninformed 未被告知
uninhabited 无人居住
uninhibited 不受禁令约束
uninjured 未受损伤
uninspired 平凡
unintended 非故意
uninterested 不关心
uninviting 无吸引力
union 联盟
union 联合
union 工会
union 结合
unionism 联合主义
unipartite 未分裂
uniped 单足
unipolar 单极
unique 唯一
unisex 不分性别
unison 一致
unit 部件
unit 部队
unit 单位
unitary 单一
unite 联合
unitedly 结合
unitive 统一
unity 统一
universal 普遍
universality 普遍性
universe 宇宙
university 大学
univocal 单义
unjust 不公平
unkempt 不整洁
unkind 不仁慈
unknowable 不可知
unknowing 无知
unknowingly 不知不觉地
unknown 不知名的
unknown 未知的
unknowns 未知事件
unlamented 无人惋惜
unlash 解开
unlawful 不法
unlax 放松
unlay 解散
unlearn 忘却
unlearned 未受教育
unleash 释放
unless 除非
unlettered 文盲
unlike 不同于
unlikely 不可能
unlimited 无限
unliquidated 未清算
unlisted 未登上名册
unlit 未点燃
unlivable 不宜居住
unload 卸货
unlookedfor 意外
unloose 放松
unlovely 不可爱
unluckily 不幸
unlucky 不幸
unmanageable 难管理
unmanly 软弱
unmanned 闲置不用
unmannered 失礼
unmannerly 失礼地
unmarred 未损坏
unmarried 未婚
unmask 揭发
unmatchable 难匹敌
unmatched 无敌
unmeant 非故意
unmeasured 不可测量
unmeet 不合适
unmerciful 无情
unmerited 不该得
unmethodical 不讲方法
unmilitary 非军事
unmindful 不留心
unmistakable 不会弄错
unmitigated 未缓和
unmoral 无道德观念
unmoved 无动于衷
unmusical 不合调
unnameable 叫不出名字来
unnamed 没有名称
unnatural 不自然
unnecessary 不必要
unnerve 气馁
unnerved 气馁
unnoticed 被忽视
unnumbered 数不清
unobservant 不注意
unobtrusive 谨慎
unoccupied 未占领
unoffended 没被冒犯
unofficial 非官方
unopened 没有打开过
unorganized 未加组织
unoriginal 非原先
unorthodox 非正统
unowned 无主
unpack 揭开
unpaired 未配对
unparalleled 无比
unpardonable 不可宽恕
unpatented 非专利
unpatriotic 不爱国
unpaved 没有铺路
unperceived 未被觉察
unperturbed 泰然自若
unpitied 没人怜悯
unplaced 未得到安置
unplanned 未列计划
unplayable 打不着
unpleasant 不愉快
unpleasing 使人不愉快
unpolished 不文雅
unpolitical 非政治
unpolled 未登记
unpopular 不得人心
unpopularity 不流行
unpractical 不切实际
unpractised 不熟练
unprejudiced 没有成见
unprepared 无准备
unprincipled 无原则
unprintable 不宜复印
unprivileged 没有特权
unproductive 没有出产物
unprofitable 无益
unpromising 没有希望
unprompted 自发
unpropitious 不顺遂
unprotected 没有防卫
unproved 未被证明
unprovided 无供给
unprovoked 无缘无故
unpublished 未发表过
unpunished 未受惩罚
unpurified 未纯化
unqualified 不够格
unquenchable 止不住
unquestioned 未受质疑
unquiet 动荡
unquotable 不能引用
unquote 结束引语
unravel 拆开
unreachable 不能到达
unreadable 不能读
unready 没有准备
unreal 不真实
unrealistic 不现实
unreality 不真实
unreason 无理性
unreasonable 不合理
